alignment_name,member_end,member_start,ref_end,ref_start,sequence_id,source_name
AL_1a,570,1,1865,1296,DQ650841,ncbi-curated
AL_1a,570,1,1865,1296,DQ650842,ncbi-curated
AL_1a,570,1,1865,1296,DQ650843,ncbi-curated
AL_1a,570,1,1865,1296,DQ650844,ncbi-curated
AL_1a,570,1,1865,1296,DQ650845,ncbi-curated
AL_1a,570,1,1865,1296,DQ650846,ncbi-curated
AL_1a,570,1,1865,1296,DQ650847,ncbi-curated
AL_1a,570,1,1865,1296,DQ650848,ncbi-curated
AL_1a,570,1,1865,1296,DQ650849,ncbi-curated
AL_1a,570,1,1865,1296,DQ650850,ncbi-curated
AL_1a,570,1,1865,1296,DQ650851,ncbi-curated
AL_1a,570,1,1865,1296,DQ650852,ncbi-curated
AL_1a,570,1,1865,1296,DQ650853,ncbi-curated
AL_1a,570,1,1865,1296,DQ650854,ncbi-curated
AL_1a,570,1,1865,1296,DQ650855,ncbi-curated
AL_1a,570,1,1865,1296,DQ650856,ncbi-curated
AL_1a,570,1,1865,1296,DQ650857,ncbi-curated
AL_1a,570,1,1865,1296,DQ650858,ncbi-curated
AL_1a,570,1,1865,1296,DQ650859,ncbi-curated
AL_1a,570,1,1865,1296,DQ650860,ncbi-curated
AL_1a,570,1,1865,1296,DQ650861,ncbi-curated
AL_1a,570,1,1865,1296,DQ650862,ncbi-curated
AL_1a,570,1,1865,1296,DQ650863,ncbi-curated
AL_1a,570,1,1865,1296,DQ650864,ncbi-curated
AL_1a,570,1,1865,1296,DQ650865,ncbi-curated
AL_1a,570,1,1865,1296,DQ650866,ncbi-curated
AL_1a,570,1,1865,1296,DQ650867,ncbi-curated
AL_1a,570,1,1865,1296,DQ650868,ncbi-curated
AL_1a,570,1,1865,1296,DQ650869,ncbi-curated
AL_1a,570,1,1865,1296,DQ650870,ncbi-curated
AL_1a,570,1,1865,1296,DQ650871,ncbi-curated
AL_1a,570,1,1865,1296,DQ650872,ncbi-curated
AL_1a,570,1,1865,1296,DQ650873,ncbi-curated
AL_1a,570,1,1865,1296,DQ650874,ncbi-curated
AL_1a,570,1,1865,1296,DQ650875,ncbi-curated
AL_1a,570,1,1865,1296,DQ650876,ncbi-curated
AL_1a,570,1,1865,1296,DQ650877,ncbi-curated
AL_1a,570,1,1865,1296,DQ650878,ncbi-curated
AL_1a,570,1,1865,1296,DQ650879,ncbi-curated
AL_1a,570,1,1865,1296,DQ650880,ncbi-curated
AL_1a,570,1,1865,1296,DQ650881,ncbi-curated
AL_1a,570,1,1865,1296,DQ650882,ncbi-curated
AL_1a,570,1,1865,1296,DQ650883,ncbi-curated
AL_1a,570,1,1865,1296,DQ650884,ncbi-curated
AL_1a,570,1,1865,1296,DQ650885,ncbi-curated
AL_1a,570,1,1865,1296,DQ650886,ncbi-curated
AL_1a,570,1,1865,1296,DQ650887,ncbi-curated
AL_1a,570,1,1865,1296,DQ650888,ncbi-curated
AL_1a,570,1,1865,1296,DQ650889,ncbi-curated
AL_1a,570,1,1865,1296,DQ650890,ncbi-curated
AL_1a,570,1,1865,1296,DQ650891,ncbi-curated
AL_1a,570,1,1865,1296,DQ650892,ncbi-curated
AL_1a,570,1,1865,1296,DQ650893,ncbi-curated
AL_1a,570,1,1865,1296,DQ650894,ncbi-curated
AL_1a,570,1,1865,1296,DQ650895,ncbi-curated
AL_1a,570,1,1865,1296,DQ650896,ncbi-curated
AL_1a,570,1,1865,1296,DQ650897,ncbi-curated
AL_1a,570,1,1865,1296,DQ650898,ncbi-curated
AL_1a,570,1,1865,1296,DQ650899,ncbi-curated
AL_1a,570,1,1865,1296,DQ650900,ncbi-curated
AL_1a,570,1,1865,1296,DQ650901,ncbi-curated
AL_1a,570,1,1865,1296,DQ650902,ncbi-curated
AL_1a,570,1,1865,1296,DQ650903,ncbi-curated
AL_1a,570,1,1865,1296,DQ650904,ncbi-curated
AL_1a,570,1,1865,1296,DQ650905,ncbi-curated
AL_1a,570,1,1865,1296,DQ650906,ncbi-curated
AL_1a,570,1,1865,1296,DQ650907,ncbi-curated
AL_1a,570,1,1865,1296,DQ650908,ncbi-curated
AL_1a,570,1,1865,1296,DQ650909,ncbi-curated
AL_1a,570,1,1865,1296,DQ650910,ncbi-curated
AL_1a,570,1,1865,1296,DQ650911,ncbi-curated
AL_1a,570,1,1865,1296,DQ650912,ncbi-curated
AL_1a,570,1,1865,1296,DQ650913,ncbi-curated
AL_1a,570,1,1865,1296,DQ650914,ncbi-curated
AL_1a,570,1,1865,1296,DQ650915,ncbi-curated
AL_1a,570,1,1865,1296,DQ650916,ncbi-curated
AL_1a,570,1,1865,1296,DQ650917,ncbi-curated
AL_1a,570,1,1865,1296,DQ650918,ncbi-curated
AL_1a,570,1,1865,1296,DQ650919,ncbi-curated
AL_1a,570,1,1865,1296,DQ650920,ncbi-curated
AL_1b,570,1,1853,1284,DQ650921,ncbi-curated
AL_1b,570,1,1853,1284,DQ650922,ncbi-curated
AL_1b,570,1,1853,1284,DQ650923,ncbi-curated
AL_1b,570,1,1853,1284,DQ650924,ncbi-curated
AL_1b,570,1,1853,1284,DQ650925,ncbi-curated
AL_1b,570,1,1853,1284,DQ650926,ncbi-curated
AL_1b,570,1,1853,1284,DQ650927,ncbi-curated
AL_1b,570,1,1853,1284,DQ650928,ncbi-curated
AL_1b,570,1,1853,1284,DQ650929,ncbi-curated
AL_1b,570,1,1853,1284,DQ650930,ncbi-curated
AL_1b,570,1,1853,1284,DQ650931,ncbi-curated
AL_1b,570,1,1853,1284,DQ650932,ncbi-curated
AL_1b,570,1,1853,1284,DQ650933,ncbi-curated
AL_1b,570,1,1853,1284,DQ650934,ncbi-curated
AL_1b,570,1,1853,1284,DQ650935,ncbi-curated
AL_1b,570,1,1853,1284,DQ650936,ncbi-curated
AL_1b,570,1,1853,1284,DQ650937,ncbi-curated
AL_1b,570,1,1853,1284,DQ650938,ncbi-curated
AL_1b,570,1,1853,1284,DQ650939,ncbi-curated
AL_1b,570,1,1853,1284,DQ650940,ncbi-curated
AL_1b,570,1,1853,1284,DQ650941,ncbi-curated
AL_1b,570,1,1853,1284,DQ650942,ncbi-curated
AL_1b,570,1,1853,1284,DQ650943,ncbi-curated
AL_1b,570,1,1853,1284,DQ650944,ncbi-curated
AL_1b,570,1,1853,1284,DQ650945,ncbi-curated
AL_1b,570,1,1853,1284,DQ650946,ncbi-curated
AL_1b,570,1,1853,1284,DQ650947,ncbi-curated
AL_1b,570,1,1853,1284,DQ650948,ncbi-curated
AL_1b,570,1,1853,1284,DQ650949,ncbi-curated
AL_1b,570,1,1853,1284,DQ650950,ncbi-curated
AL_1b,570,1,1853,1284,DQ650951,ncbi-curated
AL_1b,570,1,1853,1284,DQ650952,ncbi-curated
AL_1b,570,1,1853,1284,DQ650953,ncbi-curated
AL_1b,570,1,1853,1284,DQ650954,ncbi-curated
AL_1b,570,1,1853,1284,DQ650955,ncbi-curated
AL_1b,570,1,1853,1284,DQ650956,ncbi-curated
AL_1b,570,1,1853,1284,DQ650957,ncbi-curated
AL_1b,570,1,1853,1284,DQ650958,ncbi-curated
AL_1b,570,1,1853,1284,DQ650959,ncbi-curated
AL_1b,570,1,1853,1284,DQ650960,ncbi-curated
AL_1b,570,1,1853,1284,DQ650961,ncbi-curated
AL_1b,570,1,1853,1284,DQ650962,ncbi-curated
AL_1b,570,1,1853,1284,DQ650963,ncbi-curated
AL_1b,570,1,1853,1284,DQ650964,ncbi-curated
AL_1b,570,1,1853,1284,DQ650965,ncbi-curated
AL_1b,570,1,1853,1284,DQ650966,ncbi-curated
AL_1b,570,1,1853,1284,DQ650967,ncbi-curated
AL_1b,570,1,1853,1284,DQ650968,ncbi-curated
AL_1b,570,1,1853,1284,DQ650969,ncbi-curated
AL_1b,570,1,1853,1284,DQ650970,ncbi-curated
AL_1b,570,1,1853,1284,DQ650971,ncbi-curated
AL_1b,570,1,1853,1284,DQ650972,ncbi-curated
AL_1b,570,1,1853,1284,DQ650973,ncbi-curated
AL_1b,570,1,1853,1284,DQ650974,ncbi-curated
AL_1b,570,1,1853,1284,DQ650975,ncbi-curated
AL_1b,570,1,1853,1284,DQ650976,ncbi-curated
AL_1b,570,1,1853,1284,DQ650977,ncbi-curated
AL_1a,570,1,1865,1296,DQ650978,ncbi-curated
AL_1a,570,1,1865,1296,DQ650979,ncbi-curated
AL_1a,570,1,1865,1296,DQ650980,ncbi-curated
AL_1a,570,1,1865,1296,DQ650981,ncbi-curated
AL_1a,570,1,1865,1296,DQ650982,ncbi-curated
AL_1a,570,1,1865,1296,DQ650983,ncbi-curated
AL_1a,570,1,1865,1296,DQ650984,ncbi-curated
AL_1a,570,1,1865,1296,DQ650985,ncbi-curated
AL_1a,570,1,1865,1296,DQ650986,ncbi-curated
AL_1a,570,1,1865,1296,DQ650987,ncbi-curated
AL_1a,570,1,1865,1296,DQ650988,ncbi-curated
AL_1a,570,1,1865,1296,DQ650989,ncbi-curated
AL_1a,570,1,1865,1296,DQ650990,ncbi-curated
AL_1a,570,1,1865,1296,DQ650991,ncbi-curated
AL_1a,570,1,1865,1296,DQ650992,ncbi-curated
AL_1a,570,1,1865,1296,DQ650993,ncbi-curated
AL_1a,570,1,1865,1296,DQ650994,ncbi-curated
AL_1a,570,1,1865,1296,DQ650995,ncbi-curated
AL_1a,570,1,1865,1296,DQ650996,ncbi-curated
AL_1a,570,1,1865,1296,DQ650997,ncbi-curated
AL_1a,570,1,1865,1296,DQ650998,ncbi-curated
AL_1a,570,1,1865,1296,DQ650999,ncbi-curated
AL_1a,570,1,1865,1296,DQ651000,ncbi-curated
AL_1a,570,1,1865,1296,DQ651001,ncbi-curated
AL_1a,570,1,1865,1296,DQ651002,ncbi-curated
AL_1a,570,1,1865,1296,DQ651003,ncbi-curated
AL_1a,570,1,1865,1296,DQ651004,ncbi-curated
AL_1a,570,1,1865,1296,DQ651005,ncbi-curated
AL_1a,570,1,1865,1296,DQ651006,ncbi-curated
AL_1a,570,1,1865,1296,DQ651007,ncbi-curated
AL_1a,570,1,1865,1296,DQ651008,ncbi-curated
AL_1a,570,1,1865,1296,DQ651009,ncbi-curated
AL_1a,570,1,1865,1296,DQ651010,ncbi-curated
AL_1a,570,1,1865,1296,DQ651011,ncbi-curated
AL_1a,570,1,1865,1296,DQ651012,ncbi-curated
AL_1a,570,1,1865,1296,DQ651013,ncbi-curated
AL_1a,570,1,1865,1296,DQ651014,ncbi-curated
AL_1a,570,1,1865,1296,DQ651015,ncbi-curated
AL_1a,570,1,1865,1296,DQ651016,ncbi-curated
AL_1a,570,1,1865,1296,DQ651017,ncbi-curated
AL_1a,570,1,1865,1296,DQ651018,ncbi-curated
AL_1a,570,1,1865,1296,DQ651019,ncbi-curated
AL_1a,570,1,1865,1296,DQ651020,ncbi-curated
AL_1a,570,1,1865,1296,DQ651021,ncbi-curated
AL_1a,570,1,1865,1296,DQ651022,ncbi-curated
AL_1a,570,1,1865,1296,DQ651023,ncbi-curated
AL_1a,570,1,1865,1296,DQ651024,ncbi-curated
AL_1a,570,1,1865,1296,DQ651025,ncbi-curated
AL_1a,570,1,1865,1296,DQ651026,ncbi-curated
AL_1a,570,1,1865,1296,DQ651027,ncbi-curated
AL_1a,570,1,1865,1296,DQ651028,ncbi-curated
AL_1a,570,1,1865,1296,DQ651029,ncbi-curated
AL_1a,570,1,1865,1296,DQ651030,ncbi-curated
AL_1a,570,1,1865,1296,DQ651031,ncbi-curated
AL_1a,570,1,1865,1296,DQ651032,ncbi-curated
AL_1a,570,1,1865,1296,DQ651033,ncbi-curated
AL_1a,570,1,1865,1296,DQ651034,ncbi-curated
AL_1a,570,1,1865,1296,DQ651035,ncbi-curated
AL_1a,570,1,1865,1296,DQ651036,ncbi-curated
AL_1a,570,1,1865,1296,DQ651037,ncbi-curated
AL_1a,570,1,1865,1296,DQ651038,ncbi-curated
AL_1a,570,1,1865,1296,DQ651039,ncbi-curated
AL_1a,570,1,1865,1296,DQ651040,ncbi-curated
AL_1a,570,1,1865,1296,DQ651041,ncbi-curated
AL_1a,570,1,1865,1296,DQ651042,ncbi-curated
AL_1a,570,1,1865,1296,DQ651043,ncbi-curated
AL_1a,570,1,1865,1296,DQ651044,ncbi-curated
AL_1a,570,1,1865,1296,DQ651045,ncbi-curated
AL_1a,570,1,1865,1296,DQ651046,ncbi-curated
AL_1a,570,1,1865,1296,DQ651047,ncbi-curated
AL_1a,570,1,1865,1296,DQ651048,ncbi-curated
AL_1a,570,1,1865,1296,DQ651049,ncbi-curated
AL_1a,570,1,1865,1296,DQ651050,ncbi-curated
AL_1a,570,1,1865,1296,DQ651051,ncbi-curated
AL_1a,570,1,1865,1296,DQ651052,ncbi-curated
AL_1a,570,1,1865,1296,DQ651053,ncbi-curated
AL_1a,570,1,1865,1296,DQ651054,ncbi-curated
AL_1a,570,1,1865,1296,DQ651055,ncbi-curated
AL_1a,570,1,1865,1296,DQ651056,ncbi-curated
AL_1a,570,1,1865,1296,DQ651057,ncbi-curated
AL_1a,570,1,1865,1296,DQ651058,ncbi-curated
AL_1a,570,1,1865,1296,DQ651059,ncbi-curated
AL_1a,570,1,1865,1296,DQ651060,ncbi-curated
AL_1a,570,1,1865,1296,DQ651061,ncbi-curated
AL_1a,570,1,1865,1296,DQ651062,ncbi-curated
AL_1a,570,1,1865,1296,DQ651063,ncbi-curated
AL_1a,570,1,1865,1296,DQ651064,ncbi-curated
AL_1a,570,1,1865,1296,DQ651065,ncbi-curated
AL_1a,570,1,1865,1296,DQ651066,ncbi-curated
AL_1a,570,1,1865,1296,DQ651067,ncbi-curated
AL_1a,570,1,1865,1296,DQ651068,ncbi-curated
AL_1a,570,1,1865,1296,DQ651069,ncbi-curated
AL_1a,570,1,1865,1296,DQ651070,ncbi-curated
AL_1a,570,1,1865,1296,DQ651071,ncbi-curated
AL_1a,570,1,1865,1296,DQ651072,ncbi-curated
AL_1a,570,1,1865,1296,DQ651073,ncbi-curated
AL_1a,570,1,1865,1296,DQ651074,ncbi-curated
AL_1a,570,1,1865,1296,DQ651075,ncbi-curated
AL_1a,570,1,1865,1296,DQ651076,ncbi-curated
AL_1a,570,1,1865,1296,DQ651077,ncbi-curated
AL_1a,570,1,1865,1296,DQ651078,ncbi-curated
AL_1a,570,1,1865,1296,DQ651079,ncbi-curated
AL_1a,570,1,1865,1296,DQ651080,ncbi-curated
AL_1a,570,1,1865,1296,DQ651081,ncbi-curated
AL_1a,570,1,1865,1296,DQ651082,ncbi-curated
AL_1a,570,1,1865,1296,DQ651083,ncbi-curated
AL_1a,570,1,1865,1296,DQ651084,ncbi-curated
AL_1a,570,1,1865,1296,DQ651085,ncbi-curated
AL_1a,570,1,1865,1296,DQ651086,ncbi-curated
AL_1a,570,1,1865,1296,DQ651087,ncbi-curated
AL_1a,570,1,1865,1296,DQ651088,ncbi-curated
AL_1a,570,1,1865,1296,DQ651089,ncbi-curated
AL_1a,570,1,1865,1296,DQ651090,ncbi-curated
AL_1a,570,1,1865,1296,DQ651091,ncbi-curated
AL_1a,570,1,1865,1296,DQ651092,ncbi-curated
AL_1a,570,1,1865,1296,DQ651093,ncbi-curated
AL_1a,570,1,1865,1296,DQ651094,ncbi-curated
AL_1a,570,1,1865,1296,DQ651095,ncbi-curated
AL_1a,570,1,1865,1296,DQ651096,ncbi-curated
AL_1a,570,1,1865,1296,DQ651097,ncbi-curated
AL_1a,570,1,1865,1296,DQ651098,ncbi-curated
AL_1a,570,1,1865,1296,DQ651099,ncbi-curated
AL_1a,570,1,1865,1296,DQ651100,ncbi-curated
AL_1a,570,1,1865,1296,DQ651101,ncbi-curated
AL_1a,570,1,1865,1296,DQ651102,ncbi-curated
AL_1a,570,1,1865,1296,DQ651103,ncbi-curated
AL_1a,570,1,1865,1296,DQ651104,ncbi-curated
AL_1a,570,1,1865,1296,DQ651105,ncbi-curated
AL_1a,570,1,1865,1296,DQ651106,ncbi-curated
AL_1a,570,1,1865,1296,DQ651107,ncbi-curated
AL_1a,570,1,1865,1296,DQ651108,ncbi-curated
AL_1a,570,1,1865,1296,DQ651109,ncbi-curated
AL_1a,570,1,1865,1296,DQ651110,ncbi-curated
AL_1a,570,1,1865,1296,DQ651111,ncbi-curated
AL_1a,570,1,1865,1296,DQ651112,ncbi-curated
AL_1a,570,1,1865,1296,DQ651113,ncbi-curated
AL_1a,570,1,1865,1296,DQ651114,ncbi-curated
AL_1a,570,1,1865,1296,DQ651115,ncbi-curated
AL_1a,570,1,1865,1296,DQ651116,ncbi-curated
AL_1a,570,1,1865,1296,DQ651117,ncbi-curated
AL_1a,570,1,1865,1296,DQ651118,ncbi-curated
AL_1a,570,1,1865,1296,DQ651119,ncbi-curated
AL_1a,570,1,1865,1296,DQ651120,ncbi-curated
AL_1a,570,1,1865,1296,DQ651121,ncbi-curated
AL_1a,570,1,1865,1296,DQ651122,ncbi-curated
AL_1a,570,1,1865,1296,DQ651123,ncbi-curated
AL_1a,570,1,1865,1296,DQ651124,ncbi-curated
AL_1a,570,1,1865,1296,DQ651125,ncbi-curated
AL_1a,570,1,1865,1296,DQ651126,ncbi-curated
AL_1a,570,1,1865,1296,DQ651127,ncbi-curated
AL_1a,570,1,1865,1296,DQ651128,ncbi-curated
AL_1a,570,1,1865,1296,DQ651129,ncbi-curated
AL_1a,570,1,1865,1296,DQ651130,ncbi-curated
AL_1a,570,1,1865,1296,DQ651131,ncbi-curated
AL_1a,570,1,1865,1296,DQ651132,ncbi-curated
AL_1a,570,1,1865,1296,DQ651133,ncbi-curated
AL_1a,570,1,1865,1296,DQ651134,ncbi-curated
AL_1a,570,1,1865,1296,DQ651135,ncbi-curated
AL_1a,570,1,1865,1296,DQ651136,ncbi-curated
AL_1a,570,1,1865,1296,DQ651137,ncbi-curated
AL_1a,570,1,1865,1296,DQ651138,ncbi-curated
AL_1a,570,1,1865,1296,DQ651139,ncbi-curated
AL_1a,570,1,1865,1296,DQ651140,ncbi-curated
AL_1a,570,1,1865,1296,DQ651141,ncbi-curated
AL_1a,570,1,1865,1296,DQ651142,ncbi-curated
AL_1a,570,1,1865,1296,DQ651143,ncbi-curated
AL_1a,570,1,1865,1296,DQ651144,ncbi-curated
AL_1a,570,1,1865,1296,DQ651145,ncbi-curated
AL_1a,570,1,1865,1296,DQ651146,ncbi-curated
AL_1a,570,1,1865,1296,DQ651147,ncbi-curated
AL_1a,570,1,1865,1296,DQ651148,ncbi-curated
AL_1b,570,1,1853,1284,DQ651149,ncbi-curated
AL_1b,570,1,1853,1284,DQ651150,ncbi-curated
AL_1b,570,1,1853,1284,DQ651151,ncbi-curated
AL_1b,570,1,1853,1284,DQ651152,ncbi-curated
AL_1b,570,1,1853,1284,DQ651153,ncbi-curated
AL_1b,570,1,1853,1284,DQ651154,ncbi-curated
AL_1b,570,1,1853,1284,DQ651155,ncbi-curated
AL_1b,570,1,1853,1284,DQ651156,ncbi-curated
AL_1b,570,1,1853,1284,DQ651157,ncbi-curated
AL_1b,570,1,1853,1284,DQ651158,ncbi-curated
AL_1b,570,1,1853,1284,DQ651159,ncbi-curated
AL_1b,570,1,1853,1284,DQ651160,ncbi-curated
AL_1b,570,1,1853,1284,DQ651161,ncbi-curated
AL_1b,570,1,1853,1284,DQ651162,ncbi-curated
AL_1b,570,1,1853,1284,DQ651163,ncbi-curated
AL_1b,570,1,1853,1284,DQ651164,ncbi-curated
AL_1b,570,1,1853,1284,DQ651165,ncbi-curated
AL_1b,570,1,1853,1284,DQ651166,ncbi-curated
AL_1b,570,1,1853,1284,DQ651167,ncbi-curated
AL_1b,570,1,1853,1284,DQ651168,ncbi-curated
AL_1b,570,1,1853,1284,DQ651169,ncbi-curated
AL_1b,570,1,1853,1284,DQ651170,ncbi-curated
AL_1b,570,1,1853,1284,DQ651171,ncbi-curated
AL_1b,570,1,1853,1284,DQ651172,ncbi-curated
AL_1b,570,1,1853,1284,DQ651173,ncbi-curated
AL_1b,570,1,1853,1284,DQ651174,ncbi-curated
AL_1b,570,1,1853,1284,DQ651175,ncbi-curated
AL_1b,570,1,1853,1284,DQ651176,ncbi-curated
AL_1b,570,1,1853,1284,DQ651177,ncbi-curated
AL_1b,570,1,1853,1284,DQ651178,ncbi-curated
AL_1b,570,1,1853,1284,DQ651179,ncbi-curated
AL_1b,570,1,1853,1284,DQ651180,ncbi-curated
AL_1b,570,1,1853,1284,DQ651181,ncbi-curated
AL_1b,570,1,1853,1284,DQ651182,ncbi-curated
AL_1b,570,1,1853,1284,DQ651183,ncbi-curated
AL_1b,570,1,1853,1284,DQ651184,ncbi-curated
AL_1b,570,1,1853,1284,DQ651185,ncbi-curated
AL_1b,570,1,1853,1284,DQ651186,ncbi-curated
AL_1b,570,1,1853,1284,DQ651187,ncbi-curated
AL_1b,570,1,1853,1284,DQ651188,ncbi-curated
AL_1b,570,1,1853,1284,DQ651189,ncbi-curated
AL_1b,570,1,1853,1284,DQ651190,ncbi-curated
AL_1b,570,1,1853,1284,DQ651191,ncbi-curated
AL_1b,570,1,1853,1284,DQ651192,ncbi-curated
AL_1b,570,1,1853,1284,DQ651193,ncbi-curated
AL_1b,570,1,1853,1284,DQ651194,ncbi-curated
AL_1b,570,1,1853,1284,DQ651195,ncbi-curated
AL_1b,570,1,1853,1284,DQ651196,ncbi-curated
AL_1b,570,1,1853,1284,DQ651197,ncbi-curated
AL_1b,570,1,1853,1284,DQ651198,ncbi-curated
AL_1b,570,1,1853,1284,DQ651199,ncbi-curated
AL_1b,570,1,1853,1284,DQ651200,ncbi-curated
AL_1b,570,1,1853,1284,DQ651201,ncbi-curated
AL_1b,570,1,1853,1284,DQ651202,ncbi-curated
AL_1b,570,1,1853,1284,DQ651203,ncbi-curated
AL_1b,570,1,1853,1284,DQ651204,ncbi-curated
AL_1b,570,1,1853,1284,DQ651205,ncbi-curated
AL_1b,570,1,1853,1284,DQ651206,ncbi-curated
AL_1b,570,1,1853,1284,DQ651207,ncbi-curated
AL_1b,570,1,1853,1284,DQ651208,ncbi-curated
AL_1b,570,1,1853,1284,DQ651209,ncbi-curated
AL_1b,570,1,1853,1284,DQ651210,ncbi-curated
AL_1b,570,1,1853,1284,DQ651211,ncbi-curated
AL_1b,570,1,1853,1284,DQ651212,ncbi-curated
AL_1b,570,1,1853,1284,DQ651213,ncbi-curated
AL_1b,570,1,1853,1284,DQ651214,ncbi-curated
AL_1b,570,1,1853,1284,DQ651215,ncbi-curated
AL_1b,570,1,1853,1284,DQ651216,ncbi-curated
AL_1b,570,1,1853,1284,DQ651217,ncbi-curated
AL_1b,570,1,1853,1284,DQ651218,ncbi-curated
AL_1b,570,1,1853,1284,DQ651219,ncbi-curated
AL_1b,570,1,1853,1284,DQ651220,ncbi-curated
AL_1b,570,1,1853,1284,DQ651221,ncbi-curated
AL_1b,570,1,1853,1284,DQ651222,ncbi-curated
AL_1b,570,1,1853,1284,DQ651223,ncbi-curated
AL_1b,570,1,1853,1284,DQ651224,ncbi-curated
AL_1b,570,1,1853,1284,DQ651225,ncbi-curated
AL_1b,570,1,1853,1284,DQ651226,ncbi-curated
AL_1b,570,1,1853,1284,DQ651227,ncbi-curated
AL_1b,570,1,1853,1284,DQ651228,ncbi-curated
AL_1b,570,1,1853,1284,DQ651229,ncbi-curated
AL_1b,570,1,1853,1284,DQ651230,ncbi-curated
AL_1b,570,1,1853,1284,DQ651231,ncbi-curated
AL_1b,570,1,1853,1284,DQ651232,ncbi-curated
AL_1b,570,1,1853,1284,DQ651233,ncbi-curated
AL_1b,570,1,1853,1284,DQ651234,ncbi-curated
AL_1b,570,1,1853,1284,DQ651235,ncbi-curated
AL_1b,570,1,1853,1284,DQ651236,ncbi-curated
AL_1b,570,1,1853,1284,DQ651237,ncbi-curated
AL_1b,570,1,1853,1284,DQ651238,ncbi-curated
AL_1b,570,1,1853,1284,DQ651239,ncbi-curated
AL_1b,570,1,1853,1284,DQ651240,ncbi-curated
AL_1b,570,1,1853,1284,DQ651241,ncbi-curated
AL_1b,570,1,1853,1284,DQ651242,ncbi-curated
AL_1b,570,1,1853,1284,DQ651243,ncbi-curated
AL_1b,570,1,1853,1284,DQ651244,ncbi-curated
AL_1b,570,1,1853,1284,DQ651245,ncbi-curated
AL_1b,570,1,1853,1284,DQ651246,ncbi-curated
AL_1b,570,1,1853,1284,DQ651247,ncbi-curated
AL_1b,570,1,1853,1284,DQ651248,ncbi-curated
AL_1b,570,1,1853,1284,DQ651249,ncbi-curated
AL_1b,570,1,1853,1284,DQ651250,ncbi-curated
AL_1b,570,1,1853,1284,DQ651251,ncbi-curated
AL_1b,570,1,1853,1284,DQ651252,ncbi-curated
AL_1b,570,1,1853,1284,DQ651253,ncbi-curated
AL_1b,570,1,1853,1284,DQ651254,ncbi-curated
AL_1b,570,1,1853,1284,DQ651255,ncbi-curated
AL_1b,570,1,1853,1284,DQ651256,ncbi-curated
AL_1b,570,1,1853,1284,DQ651257,ncbi-curated
AL_1b,570,1,1853,1284,DQ651258,ncbi-curated
AL_1b,570,1,1853,1284,DQ651259,ncbi-curated
AL_1b,570,1,1853,1284,DQ651260,ncbi-curated
AL_1b,570,1,1853,1284,DQ651261,ncbi-curated
AL_1b,570,1,1853,1284,DQ651262,ncbi-curated
AL_1b,570,1,1853,1284,DQ651263,ncbi-curated
AL_1b,570,1,1853,1284,DQ651264,ncbi-curated
AL_1b,570,1,1853,1284,DQ651265,ncbi-curated
AL_1b,570,1,1853,1284,DQ651266,ncbi-curated
AL_1b,570,1,1853,1284,DQ651267,ncbi-curated
AL_1b,570,1,1853,1284,DQ651268,ncbi-curated
AL_1b,570,1,1853,1284,DQ651269,ncbi-curated
AL_1b,570,1,1853,1284,DQ651270,ncbi-curated
AL_1b,570,1,1853,1284,DQ651271,ncbi-curated
AL_1b,570,1,1853,1284,DQ651272,ncbi-curated
AL_1b,570,1,1853,1284,DQ651273,ncbi-curated
AL_1b,570,1,1853,1284,DQ651274,ncbi-curated
AL_1b,570,1,1853,1284,DQ651275,ncbi-curated
AL_1b,570,1,1853,1284,DQ651276,ncbi-curated
AL_1b,570,1,1853,1284,DQ651277,ncbi-curated
AL_1b,570,1,1853,1284,DQ651278,ncbi-curated
AL_1b,570,1,1853,1284,DQ651279,ncbi-curated
AL_1b,570,1,1853,1284,DQ651280,ncbi-curated
AL_1b,570,1,1853,1284,DQ651281,ncbi-curated
AL_1b,570,1,1853,1284,DQ651282,ncbi-curated
AL_1b,570,1,1853,1284,DQ651283,ncbi-curated
AL_1b,570,1,1853,1284,DQ651284,ncbi-curated
AL_1b,570,1,1853,1284,DQ651285,ncbi-curated
AL_1b,570,1,1853,1284,DQ651286,ncbi-curated
AL_1b,570,1,1853,1284,DQ651287,ncbi-curated
AL_1b,570,1,1853,1284,DQ651288,ncbi-curated
AL_1b,570,1,1853,1284,DQ651289,ncbi-curated
AL_1b,570,1,1853,1284,DQ651290,ncbi-curated
AL_1b,570,1,1853,1284,DQ651291,ncbi-curated
AL_1b,570,1,1853,1284,DQ651292,ncbi-curated
AL_1b,570,1,1853,1284,DQ651293,ncbi-curated
AL_1b,570,1,1853,1284,DQ651294,ncbi-curated
AL_1b,570,1,1853,1284,DQ651295,ncbi-curated
AL_1b,570,1,1853,1284,DQ651296,ncbi-curated
AL_1b,570,1,1853,1284,DQ651297,ncbi-curated
AL_1b,570,1,1853,1284,DQ651298,ncbi-curated
AL_1b,570,1,1853,1284,DQ651299,ncbi-curated
AL_1b,570,1,1853,1284,DQ651300,ncbi-curated
AL_1b,570,1,1853,1284,DQ651301,ncbi-curated
AL_1b,570,1,1853,1284,DQ651302,ncbi-curated
AL_1b,570,1,1853,1284,DQ651303,ncbi-curated
AL_1b,570,1,1853,1284,DQ651304,ncbi-curated
AL_1b,570,1,1853,1284,DQ651305,ncbi-curated
